Are you self-employed?,How many employees?,Is employer primarily a tech company?,Are mental health benefits provided as part of healthcare?,Do employer provide resources related to mental health concerns?,What reason would you provide for asking a leave for mental health issue? ,Does discussion with employer about mental health issues have negative consequence?,Does discussion with employer about physical health issues have negative consequence?,Feel comfortable discussing mental health issues with co-worker?,Feel comfortable discussing mental health issues with direct supervisor?,Aware of local/online resources to seek help for mental health issue?,Is the productivity affected by mental health issue?,What percentage of time is affected by mental health issue?,Do you currently have a mental health disorder?,What condition(s) of mental health issue have you been diagnosed with?,Have you sought help from professional for mental health issue?,Do you feel mental health issue interferes with work when being treated?,Do you feel mental health issue interferes with work when not being treated?,What is your age?,What is your gender?,What country do you live in?,Do you work remotely?,Is your primary role within your company related to tech/IT?,Do you know options for mental health care under employer-provided coverage?  ,Has your employer ever formally discussed mental health?,Is anonymity protected for treatment of mental health issues under employer benefits?,Do employer treat mental health and physical health equally?,Do you have private/state medical coverage for treatment of mental health issues?,Does being identified as a person with mental health issue would hurt your career?,Do you have a family history of mental illness?
0,6-25,1.0,Yes,No,Very easy,No,No,No,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Often,30,Male,United States of America,Sometimes,,Yes,No,Yes,Yes,,"Yes, I think it would",No
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Often,30,Male,Denmark,Never,,,,,,1.0,"No, I don't think it would",I don't know
0,100-500,0.0,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,,,,Maybe,,0,Not applicable to me,Not applicable to me,31,Male,United States of America,Sometimes,0.0,No,No,I don't know,I don't know,,Maybe,No
0,26-100,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,30,Male,United States of America,Always,,Yes,Yes,Yes,Yes,,Maybe,Yes
0,More than 1000,1.0,Yes,I don't know,Somewhat difficult,Yes,No,No,No,,,,Maybe,,0,Not applicable to me,Not applicable to me,32,Male,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",Yes
1,,,,,,,,,,"No, I don't know any",Yes,76-100%,No,,1,Never,Sometimes,22,Male,Czech Republic,Sometimes,,,,,,1.0,"Yes, it has",Yes
1,,,,,,,,,,I know some,Yes,26-50%,Yes,Burn out,0,Sometimes,Often,37,Female,Belgium,Always,,,,,,0.0,"Yes, I think it would",Yes
0,26-100,0.0,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,51,Male,United States of America,Sometimes,1.0,Yes,No,Yes,I don't know,,Maybe,No
0,26-100,0.0,I don't know,No,I don't know,No,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder",1,Rarely,Often,26,Male,United States of America,Sometimes,1.0,No,No,I don't know,I don't know,,"No, it has not",Yes
0,26-100,1.0,Yes,Yes,Somewhat easy,No,No,Yes,Yes,,,,No,,1,Never,Often,41,Female,United States of America,Sometimes,,Yes,Yes,Yes,Yes,,Maybe,Yes
0,100-500,1.0,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Never,Often,39,Female,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,6-25,1.0,Yes,No,Neither easy nor difficult,Maybe,No,No,No,,,,Maybe,,1,Rarely,Sometimes,43,Male,United States of America,Sometimes,,No,No,No,I don't know,,"Yes, I think it would",Yes
0,500-1000,1.0,I don't know,No,Neither easy nor difficult,No,No,Yes,Yes,,,,Maybe,,0,Rarely,Rarely,30,Male,United Kingdom,Sometimes,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,26-100,1.0,Yes,I don't know,Very easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,24,Female,United States of America,Sometimes,,Yes,Yes,I don't know,Yes,,Maybe,I don't know
1,,,,,,,,,,"Yes, I know several",Yes,76-100%,Yes,PDD-NOS,1,Not applicable to me,Not applicable to me,30,Male,Netherlands,Sometimes,,,,,,1.0,Maybe,No
0,26-100,0.0,No,No,Somewhat difficult,Yes,Maybe,No,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Substance Use Disorder",1,Rarely,Often,28,Other,Germany,Sometimes,1.0,Yes,No,I don't know,I don't know,,"Yes, I think it would",Yes
1,,,,,,,,,,I know some,Yes,1-25%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,48,Female,United States of America,Sometimes,,,,,,0.0,"Yes, I think it would",I don't know
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Maybe,,1,Sometimes,Often,55,Female,United States of America,Always,,,,,,1.0,Maybe,Yes
0,1-5,0.0,I don't know,No,Very difficult,Yes,Maybe,Yes,No,,,,Maybe,,1,Not applicable to me,Often,36,Female,United States of America,Sometimes,1.0,No,Yes,I don't know,I don't know,,Maybe,I don't know
1,,,,,,,,,,I know some,Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,38,Male,Netherlands,Sometimes,,,,,,0.0,Maybe,No
0,100-500,1.0,I don't know,I don't know,Very easy,Maybe,Maybe,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,34,Male,France,Sometimes,,No,I don't know,I don't know,I don't know,,Maybe,No
0,26-100,1.0,Yes,No,Somewhat easy,Maybe,No,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,44,Female,United States of America,Sometimes,,No,No,No,Yes,,"Yes, I think it would",No
0,More than 1000,0.0,I don't know,I don't know,Very difficult,Maybe,Maybe,No,Maybe,,,,Maybe,,1,Rarely,Sometimes,45,Male,United States of America,Sometimes,1.0,I am not sure,No,I don't know,I don't know,,Maybe,I don't know
0,6-25,1.0,Yes,I don't know,Somewhat difficult,Yes,Maybe,Maybe,No,,,,Maybe,,1,Rarely,Often,45,Male,United States of America,Sometimes,,No,No,I don't know,No,,"Yes, I think it would",I don't know
0,500-1000,1.0,No,No,Somewhat difficult,Yes,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Post-traumatic Stress Disorder|Stress Response Syndromes",1,Never,Sometimes,30,Male,United States of America,Sometimes,,I am not sure,No,I don't know,No,,"Yes, I think it would",Yes
0,More than 1000,0.0,Yes,Yes,I don't know,Maybe,No,Maybe,Yes,,,,Yes,Attention Deficit Hyperactivity Disorder,1,Rarely,Rarely,34,Male,United States of America,Sometimes,1.0,No,No,Yes,I don't know,,"Yes, I think it would",I don't know
0,More than 1000,1.0,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,37,Male,United States of America,Sometimes,,No,Yes,I don't know,Yes,,"No, I don't think it would",Yes
0,More than 1000,0.0,Yes,I don't know,I don't know,Maybe,No,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,38,Male,United States of America,Sometimes,1.0,I am not sure,No,Yes,I don't know,,"Yes, I think it would",No
0,26-100,1.0,Yes,I don't know,I don't know,No,No,No,Maybe,,,,Maybe,,1,Rarely,Sometimes,31,Male,United States of America,Sometimes,,No,No,I don't know,Yes,,Maybe,No
0,26-100,1.0,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,33,Male,United States of America,Always,,I am not sure,No,I don't know,I don't know,,Maybe,No
0,100-500,1.0,Yes,I don't know,Somewhat difficult,Yes,No,No,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,29,Female,United States of America,Sometimes,,Yes,No,I don't know,No,,Maybe,I don't know
0,100-500,1.0,Yes,Yes,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,35,Male,United States of America,Sometimes,,Yes,Yes,Yes,I don't know,,Maybe,Yes
0,1-5,1.0,No,No,Very difficult,Maybe,Maybe,No,No,,,,Yes,Post-traumatic Stress Disorder|Dissociative Disorder,1,Sometimes,Often,42,Other,Canada,Always,,Yes,No,No,I don't know,,"Yes, I think it would",Yes
0,26-100,1.0,I don't know,I don't know,I don't know,Yes,Maybe,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,26,Female,United States of America,Sometimes,,No,No,I don't know,I don't know,,"Yes, I think it would",I don't know
0,500-1000,1.0,Yes,I don't know,I don't know,Maybe,No,Maybe,Yes,,,,Maybe,,1,Sometimes,Sometimes,36,Female,United States of America,Always,,No,No,I don't know,Yes,,"Yes, I think it would",Yes
0,26-100,1.0,I don't know,No,I don't know,Maybe,Maybe,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Sometimes,Sometimes,21,Male,United Kingdom,Never,,I am not sure,I don't know,I don't know,I don't know,,"Yes, I think it would",Yes
0,26-100,1.0,Yes,No,Somewhat easy,Maybe,No,No,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,34,Female,United States of America,Sometimes,,I am not sure,No,No,Yes,,"Yes, I think it would",I don't know
1,,,,,,,,,,"Yes, I know several",Not applicable to me,,Maybe,,0,Not applicable to me,Not applicable to me,40,Male,Germany,Always,,,,,,1.0,"Yes, I think it would",I don't know
0,26-100,1.0,Yes,No,Very difficult,Yes,Maybe,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,35,Male,United States of America,Sometimes,,No,No,I don't know,No,,"Yes, it has",No
0,6-25,1.0,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,,,,No,,1,Never,Often,44,Male,United States of America,Sometimes,,Yes,No,No,Yes,,"Yes, I think it would",No
0,6-25,1.0,I don't know,I don't know,Somewhat difficult,No,No,Yes,Yes,,,,No,,0,Sometimes,Sometimes,35,Other,Canada,Sometimes,,No,No,I don't know,Yes,,"No, I don't think it would",Yes
0,More than 1000,1.0,No,No,Very difficult,Yes,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,45,Male,United States of America,Sometimes,,,No,I don't know,No,,"Yes, I think it would",No
0,More than 1000,0.0,Yes,Yes,Very easy,No,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Never,Sometimes,42,Male,United States of America,Sometimes,1.0,Yes,I don't know,Yes,Yes,,"No, I don't think it would",No
1,,,,,,,,,,I know some,Yes,1-25%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,Rarely,Sometimes,40,Male,United States of America,Always,,,,,,1.0,"Yes, it has",I don't know
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,No,,1,Sometimes,Often,50,Female,United States of America,Always,,,,,,0.0,"Yes, I think it would",No
0,100-500,1.0,Yes,I don't know,I don't know,Maybe,No,Maybe,Maybe,,,,Maybe,,1,Not applicable to me,Sometimes,36,Male,United States of America,Always,,No,I don't know,I don't know,I don't know,,Maybe,Yes
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,31,Female,United States of America,Always,,,,,,1.0,Maybe,Yes
0,26-100,1.0,I don't know,No,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,29,Male,United States of America,Always,,No,Yes,I don't know,I don't know,,"Yes, I think it would",I don't know
0,100-500,1.0,Yes,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,37,Male,United States of America,Never,,No,No,I don't know,I don't know,,"Yes, I think it would",No
0,26-100,1.0,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Substance Use Disorder",1,Sometimes,Often,31,Male,United States of America,Sometimes,,I am not sure,No,Yes,I don't know,,"Yes, it has",I don't know
0,More than 1000,0.0,I don't know,No,Somewhat difficult,Yes,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,42,Male,Canada,Always,1.0,No,No,I don't know,No,,"Yes, I think it would",No
0,500-1000,1.0,Yes,I don't know,Somewhat easy,Maybe,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,25,Male,United States of America,Sometimes,,Yes,No,Yes,No,,"Yes, I think it would",No
0,6-25,1.0,Yes,Yes,Very easy,No,No,Maybe,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes",1,Sometimes,Often,27,Male,United States of America,Sometimes,,Yes,No,Yes,Yes,,"Yes, I think it would",Yes
0,More than 1000,0.0,Yes,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,41,Female,United States of America,Never,1.0,Yes,No,I don't know,Yes,,"Yes, I think it would",No
0,100-500,1.0,Yes,Yes,Somewhat easy,Maybe,No,Maybe,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",0,Rarely,Often,41,Female,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,"Yes, I think it would",No
0,More than 1000,0.0,Yes,Yes,Very easy,Yes,Maybe,No,No,,,,No,,1,Not applicable to me,Not applicable to me,55,Female,United States of America,Never,0.0,Yes,Yes,Yes,Yes,,"Yes, I think it would",I don't know
0,More than 1000,1.0,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,,,,Yes,,0,Not applicable to me,Not applicable to me,21,Male,United States of America,Never,,Yes,Yes,Yes,No,,"Yes, I think it would",No
0,More than 1000,0.0,I don't know,No,Very easy,Maybe,Maybe,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,37,Male,Netherlands,Never,1.0,I am not sure,Yes,I don't know,Yes,,"Yes, I think it would",No
0,More than 1000,0.0,I don't know,I don't know,Very easy,Maybe,Maybe,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,34,Female,Netherlands,Sometimes,1.0,No,No,Yes,I don't know,,Maybe,No
0,More than 1000,0.0,Yes,Yes,I don't know,Maybe,No,No,No,,,,Maybe,,0,Not applicable to me,Sometimes,40,Male,United Kingdom,Never,1.0,Yes,No,I don't know,I don't know,,Maybe,I don't know
1,,,,,,,,,,I know some,Yes,1-25%,Maybe,,0,Sometimes,Often,25,Male,Netherlands,Always,,,,,,1.0,Maybe,I don't know
0,More than 1000,0.0,Yes,I don't know,Somewhat easy,Maybe,No,No,Maybe,,,,Maybe,,0,Not applicable to me,Sometimes,36,Male,Germany,Sometimes,1.0,I am not sure,Yes,I don't know,I don't know,,"Yes, I think it would",No
0,26-100,1.0,No,No,Somewhat easy,Maybe,Maybe,Yes,Maybe,,,,Maybe,,0,Sometimes,Sometimes,25,Male,Germany,Never,,I am not sure,No,No,No,,"Yes, I think it would",No
0,100-500,1.0,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,35,Male,United States of America,Always,,I am not sure,No,I don't know,I don't know,,Maybe,No
0,6-25,1.0,No,No,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,,,,No,,1,Not applicable to me,Not applicable to me,37,Male,United States of America,Always,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",I don't know
0,More than 1000,0.0,Yes,Yes,Neither easy nor difficult,Maybe,Maybe,No,Maybe,,,,Maybe,,0,Not applicable to me,Sometimes,45,Male,United States of America,Sometimes,1.0,No,No,I don't know,No,,"Yes, I think it would",I don't know
0,6-25,1.0,No,No,Neither easy nor difficult,Maybe,Maybe,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Obsessive-Compulsive Disorder|Stress Response Syndromes|Dissociative Disorder|Substance Use Disorder",1,Sometimes,Often,26,Male,United States of America,Never,,,No,No,No,,"Yes, it has",Yes
0,26-100,1.0,Yes,I don't know,Somewhat easy,Maybe,Maybe,Maybe,No,,,,No,,0,Not applicable to me,Not applicable to me,23,Male,United States of America,Sometimes,,I am not sure,No,Yes,I don't know,,"Yes, I think it would",No
0,26-100,1.0,Yes,No,Somewhat difficult,Maybe,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,22,Female,United States of America,Sometimes,,Yes,No,Yes,No,,"Yes, I think it would",Yes
0,26-100,1.0,I don't know,No,Somewhat easy,No,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,46,Female,United States of America,Always,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,6-25,1.0,No,No,Somewhat easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,31,Male,United Kingdom,Sometimes,,,Yes,Yes,Yes,,Maybe,No
0,100-500,1.0,Yes,I don't know,Very easy,No,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,27,Male,United States of America,Always,,I am not sure,I don't know,I don't know,Yes,,"No, it has not",Yes
0,6-25,1.0,No,Yes,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,37,Male,United Kingdom,Sometimes,,,No,I don't know,Yes,,Maybe,I don't know
0,100-500,1.0,I don't know,No,Neither easy nor difficult,Maybe,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,37,Male,United Kingdom,Never,,I am not sure,No,I don't know,Yes,,"Yes, I think it would",No
0,1-5,1.0,Not eligible for coverage,I don't know,Very easy,No,No,Yes,Yes,,,,Maybe,,1,Never,Often,26,Other,Netherlands,Sometimes,,,Yes,I don't know,Yes,,"Yes, I think it would",No
0,500-1000,1.0,No,No,Very easy,No,No,Maybe,Yes,,,,No,,1,Rarely,Sometimes,23,Male,Netherlands,Never,,No,No,Yes,I don't know,,Maybe,Yes
0,26-100,1.0,Yes,No,Somewhat difficult,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Personality Disorder (Borderline, Antisocial, Paranoid, etc)",1,Rarely,Often,40,Male,United States of America,Never,,Yes,No,Yes,Yes,,"Yes, I think it would",Yes
0,1-5,1.0,No,No,Somewhat easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,29,Male,Denmark,Sometimes,,No,No,No,No,,Maybe,No
0,100-500,1.0,Yes,Yes,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,37,Male,United States of America,Sometimes,,Yes,Yes,Yes,Yes,,"No, I don't think it would",I don't know
0,100-500,1.0,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,,,,No,,1,Not applicable to me,Not applicable to me,34,Female,United States of America,Never,,Yes,I don't know,Yes,Yes,,Maybe,Yes
0,More than 1000,1.0,Yes,I don't know,Very easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,40,Male,United States of America,Sometimes,,No,No,I don't know,Yes,,"No, I don't think it would",No
0,500-1000,1.0,Yes,I don't know,Very easy,Maybe,No,Maybe,Maybe,,,,Maybe,,1,Never,Sometimes,39,Male,United States of America,Sometimes,,No,No,I don't know,I don't know,,"Yes, I think it would",No
0,500-1000,1.0,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Rarely,Sometimes,28,Male,United States of America,Always,,I am not sure,I don't know,I don't know,Yes,,Maybe,Yes
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Maybe,,0,Not applicable to me,Not applicable to me,28,Male,Belgium,Sometimes,,,,,,0.0,Maybe,No
0,26-100,1.0,No,No,Neither easy nor difficult,No,No,No,No,,,,No,,0,Not applicable to me,Not applicable to me,27,Male,Germany,Sometimes,,No,No,I don't know,I don't know,,Maybe,Yes
1,,,,,,,,,,I know some,Unsure,,Maybe,,1,Not applicable to me,Not applicable to me,48,Male,United Kingdom,Sometimes,,,,,,1.0,Maybe,No
0,More than 1000,1.0,Yes,No,Somewhat difficult,Maybe,Maybe,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,49,Female,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,Maybe,No
0,26-100,1.0,No,No,Somewhat easy,Maybe,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,35,Male,United Kingdom,Never,,I am not sure,No,I don't know,No,,"Yes, I think it would",I don't know
0,100-500,1.0,I don't know,No,Somewhat easy,Maybe,No,Maybe,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,35,Male,Sweden,Sometimes,,No,No,I don't know,I don't know,,Maybe,Yes
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Often,Often,38,Male,United Kingdom,Always,,,,,,1.0,Maybe,Yes
0,500-1000,1.0,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Maybe,,,,No,,1,Rarely,Often,32,Male,United States of America,Sometimes,,Yes,Yes,Yes,Yes,,Maybe,Yes
0,More than 1000,1.0,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,42,Male,United States of America,Sometimes,,Yes,No,I don't know,No,,"Yes, I think it would",Yes
